request_id,timestamp,child_id,latitude,longitude,country,timezone,letter_text,primary_gift_category,gift_count,sentiment_score,urgency_level,language_code,delivery_preference,extracted_gifts_json
REQ_2025_00000452,2025-10-26 23:07:23.309899,CH_KZ_33942,8.84301,177.905775,Saint Kitts and Nevis,Europe/Zagreb,"Dear Santa, I have been very helpful this year. For Christmas, I would really like soccer ball and maybe bicycle. I promise to do my homework. Love, Katherine",SPORTS,3,0.702,1,fr,stocking,"[{""item_name"": ""soccer ball"", ""category"": ""SPORTS"", ""confidence_score"": 0.99}, {""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.94}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.81}]"
REQ_2025_00000849,2025-10-26 23:35:54.150636,CH_UG_83055,-76.1213385,169.25275,Fiji,Asia/Seoul,"Santa, please bring me LEGO set for Christmas. I really need it because all my friends have one. I've been very good all year. From Johnny",TOYS,3,0.705,1,fr,mailbox,"[{""item_name"": ""LEGO set"", ""category"": ""TOYS"", ""confidence_score"": 0.82}, {""item_name"": ""doll"", ""category"": ""TOYS"", ""confidence_score"": 0.81}, {""item_name"": ""stuffed animal"", ""category"": ""TOYS"", ""confidence_score"": 0.84}]"
REQ_2025_00000216,2025-10-27 00:32:31.829363,CH_DZ_69867,-83.8776385,-79.274694,Tokelau,Asia/Nicosia,"Santa, please bring me skateboard for Christmas. I really need it because I want to learn. I've been kind all year. From Taylor",SPORTS,3,0.995,3,it,mailbox,"[{""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.81}, {""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.96}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.97}]"
REQ_2025_00000057,2025-10-27 01:11:24.403139,CH_CL_41091,-55.428653,102.428516,Israel,Africa/Mbabane,"Hi Santa! My name is Annette and I am 7 years old. This year I want rollerblades, soccer ball, and basketball. I've been very good and helped my brother. Thank you!",SPORTS,3,0.753,3,it,stocking,"[{""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 0.8}, {""item_name"": ""soccer ball"", ""category"": ""SPORTS"", ""confidence_score"": 0.97}, {""item_name"": ""basketball"", ""category"": ""SPORTS"", ""confidence_score"": 0.88}]"
REQ_2025_00000080,2025-10-27 01:14:15.503601,CH_IS_23566,25.556031,57.206353,Congo,Africa/Conakry,"Santa, please bring me tennis racket for Christmas. I really need it because it would help me in school. I've been trying my best all year. From Michael",SPORTS,3,0.924,3,es,tree,"[{""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.81}, {""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.94}, {""item_name"": ""soccer ball"", ""category"": ""SPORTS"", ""confidence_score"": 1.0}]"
REQ_2025_00000450,2025-10-27 01:39:02.292063,CH_RO_35221,77.471893,-99.565841,Moldova,Asia/Beirut,"Santa, please bring me robot for Christmas. I really need it because my old one broke. I've been kind all year. From Alexis",ELECTRONICS,3,0.982,5,en,tree,"[{""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.95}, {""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.9}, {""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.8}]"
REQ_2025_00000229,2025-10-27 01:43:57.664453,CH_MA_18130,-8.5308415,136.39279,Taiwan,Africa/Nairobi,"Hi Santa! My name is Jodi and I am 5 years old. This year I want toy car, LEGO set, and doll. I've been very good and helped my sister. Thank you!",TOYS,3,0.876,3,de,chimney,"[{""item_name"": ""toy car"", ""category"": ""TOYS"", ""confidence_score"": 0.87}, {""item_name"": ""LEGO set"", ""category"": ""TOYS"", ""confidence_score"": 0.89}, {""item_name"": ""doll"", ""category"": ""TOYS"", ""confidence_score"": 0.92}]"
REQ_2025_00000040,2025-10-27 02:56:33.671893,CH_RW_48829,79.714157,143.079399,Pakistan,Pacific/Galapagos,"Hi Santa! My name is Jennifer and I am 11 years old. This year I want gaming console, robot, and headphones. I've been kind and helped my mom. Thank you!",ELECTRONICS,3,0.691,2,it,chimney,"[{""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.94}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.83}, {""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.81}]"
REQ_2025_00000118,2025-10-27 03:34:37.200691,CH_NE_52415,52.5150415,-26.835395,New Caledonia,Asia/Tehran,"Santa, please bring me craft kit for Christmas. I really need it because it would help me in school. I've been good all year. From Kimberly",CREATIVE,3,0.974,1,it,mailbox,"[{""item_name"": ""craft kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.85}, {""item_name"": ""art supplies"", ""category"": ""CREATIVE"", ""confidence_score"": 0.95}, {""item_name"": ""musical instrument"", ""category"": ""CREATIVE"", ""confidence_score"": 0.99}]"
REQ_2025_00000836,2025-10-27 04:09:15.486745,CH_ET_86049,32.9230545,93.598807,Tunisia,Asia/Dili,"Hi Santa! My name is John and I am 11 years old. This year I want smartwatch, robot, and gaming console. I've been kind and helped my brother. Thank you!",ELECTRONICS,3,0.761,4,pt,stocking,"[{""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.83}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.93}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.98}]"
REQ_2025_00000085,2025-10-27 04:32:56.612576,CH_DZ_31241,11.3328105,-83.454853,Sao Tome and Principe,America/Barbados,"Hi Santa! My name is Leslie and I am 10 years old. This year I want smartwatch, drone, and headphones. I've been excellent and helped my grandparents. Thank you!",ELECTRONICS,3,0.927,5,fr,stocking,"[{""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.81}, {""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.9}, {""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.87}]"
REQ_2025_00000528,2025-10-27 04:45:37.628463,CH_SI_19746,-74.503352,93.745042,Azerbaijan,Europe/Berlin,"Santa, please bring me drone for Christmas. I really need it because it would help me in school. I've been excellent all year. From Joseph",ELECTRONICS,3,0.82,3,zh,tree,"[{""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.88}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.82}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.85}]"
REQ_2025_00000042,2025-10-27 04:47:33.809169,CH_LV_25525,61.400267,40.44084,Latvia,America/Guyana,"Dear Santa, I have been very very good this year. For Christmas, I would really like basketball and maybe bicycle. I promise to help with chores. Love, Stephanie",SPORTS,3,0.823,4,de,mailbox,"[{""item_name"": ""basketball"", ""category"": ""SPORTS"", ""confidence_score"": 0.89}, {""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.89}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.97}]"
REQ_2025_00000848,2025-10-27 04:55:44.596923,CH_BB_18773,-51.5776785,49.465387,Kuwait,Africa/Mogadishu,"Hi Santa! My name is Tina and I am 11 years old. This year I want coloring book, picture book, and chapter book. I've been good and helped my brother. Thank you!",BOOKS,3,0.626,3,pt,mailbox,"[{""item_name"": ""coloring book"", ""category"": ""BOOKS"", ""confidence_score"": 0.88}, {""item_name"": ""picture book"", ""category"": ""BOOKS"", ""confidence_score"": 0.98}, {""item_name"": ""chapter book"", ""category"": ""BOOKS"", ""confidence_score"": 0.98}]"
REQ_2025_00000366,2025-10-27 04:59:17.328469,CH_BR_39548,-34.2335675,134.479651,Jersey,Asia/Baku,"Dear Santa, I have been very helpful this year. For Christmas, I would really like musical instrument and maybe building blocks. I promise to share with my siblings. Love, Lisa",CREATIVE,3,0.728,3,zh,stocking,"[{""item_name"": ""musical instrument"", ""category"": ""CREATIVE"", ""confidence_score"": 0.81}, {""item_name"": ""building blocks"", ""category"": ""CREATIVE"", ""confidence_score"": 0.87}, {""item_name"": ""science kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.89}]"
REQ_2025_00000967,2025-10-27 06:57:26.317589,CH_PW_40360,4.8987665,88.395426,New Zealand,America/Guyana,"Santa, please bring me drone for Christmas. I really need it because it would help me in school. I've been trying my best all year. From Hayden",ELECTRONICS,3,0.95,5,de,chimney,"[{""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.97}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.84}, {""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.94}]"
REQ_2025_00000372,2025-10-27 08:40:06.265498,CH_UA_30454,-24.97882,-140.997429,Suriname,Asia/Kuwait,"Hi Santa! My name is Joshua and I am 5 years old. This year I want craft kit, art supplies, and science kit. I've been trying my best and helped my brother. Thank you!",CREATIVE,3,0.602,5,pt,stocking,"[{""item_name"": ""craft kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.89}, {""item_name"": ""art supplies"", ""category"": ""CREATIVE"", ""confidence_score"": 0.86}, {""item_name"": ""science kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.99}]"
REQ_2025_00000088,2025-10-27 09:12:15.166143,CH_CM_41147,81.963851,48.369685,Algeria,Africa/Harare,"Santa, please bring me action figure for Christmas. I really need it because all my friends have one. I've been kind all year. From Jennifer",TOYS,3,0.72,1,de,mailbox,"[{""item_name"": ""action figure"", ""category"": ""TOYS"", ""confidence_score"": 0.93}, {""item_name"": ""doll"", ""category"": ""TOYS"", ""confidence_score"": 0.92}, {""item_name"": ""toy car"", ""category"": ""TOYS"", ""confidence_score"": 0.81}]"
REQ_2025_00000561,2025-10-27 10:31:55.695950,CH_GR_18822,25.947391,84.095825,Vanuatu,Asia/Saigon,"Hi Santa! My name is Jonathan and I am 4 years old. This year I want stuffed animal, doll, and toy car. I've been very good and helped my brother. Thank you!",TOYS,3,0.645,4,it,tree,"[{""item_name"": ""stuffed animal"", ""category"": ""TOYS"", ""confidence_score"": 0.82}, {""item_name"": ""doll"", ""category"": ""TOYS"", ""confidence_score"": 1.0}, {""item_name"": ""toy car"", ""category"": ""TOYS"", ""confidence_score"": 0.84}]"
REQ_2025_00000424,2025-10-27 11:05:10.558094,CH_CA_58265,20.5455415,30.622145,Ukraine,Europe/Rome,"Hi Santa! My name is Erica and I am 6 years old. This year I want basketball, rollerblades, and tennis racket. I've been helpful and helped my mom. Thank you!",SPORTS,3,0.846,4,zh,chimney,"[{""item_name"": ""basketball"", ""category"": ""SPORTS"", ""confidence_score"": 0.81}, {""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 0.87}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.89}]"
REQ_2025_00000084,2025-10-27 12:24:25.639395,CH_CR_98652,-60.5075385,-126.88002,Zimbabwe,Asia/Riyadh,"Santa, please bring me gaming console for Christmas. I really need it because all my friends have one. I've been trying my best all year. From Marc",ELECTRONICS,3,0.888,4,it,mailbox,"[{""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.85}, {""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.85}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.99}]"
REQ_2025_00000187,2025-10-27 12:55:41.062213,CH_MM_59595,15.8386145,6.816421,Puerto Rico,Africa/Sao_Tome,"Santa, please bring me rollerblades for Christmas. I really need it because I want to learn. I've been helpful all year. From Robert",SPORTS,3,0.723,3,fr,tree,"[{""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 0.95}, {""item_name"": ""soccer ball"", ""category"": ""SPORTS"", ""confidence_score"": 0.99}, {""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.99}]"
REQ_2025_00000323,2025-10-27 13:47:52.835413,CH_TJ_16047,-53.550343,-9.689961,Reunion,Africa/Casablanca,"Santa, please bring me LEGO set for Christmas. I really need it because it would help me in school. I've been helpful all year. From James",TOYS,3,0.641,3,en,stocking,"[{""item_name"": ""LEGO set"", ""category"": ""TOYS"", ""confidence_score"": 0.93}, {""item_name"": ""action figure"", ""category"": ""TOYS"", ""confidence_score"": 0.84}, {""item_name"": ""stuffed animal"", ""category"": ""TOYS"", ""confidence_score"": 0.84}]"
REQ_2025_00000587,2025-10-27 13:51:59.404484,CH_FI_35252,-72.9641545,-118.244639,Algeria,Africa/Kampala,"Dear Santa, I have been very helpful this year. For Christmas, I would really like coloring book and maybe comic book. I promise to be kind to others. Love, Mary",BOOKS,3,0.847,4,en,mailbox,"[{""item_name"": ""coloring book"", ""category"": ""BOOKS"", ""confidence_score"": 0.83}, {""item_name"": ""comic book"", ""category"": ""BOOKS"", ""confidence_score"": 0.93}, {""item_name"": ""chapter book"", ""category"": ""BOOKS"", ""confidence_score"": 1.0}]"
REQ_2025_00000954,2025-10-27 14:34:18.528248,CH_BG_50567,88.3051825,-129.6561,Jamaica,Africa/Kampala,"Hi Santa! My name is Patricia and I am 10 years old. This year I want headphones, tablet, and robot. I've been good and helped my dad. Thank you!",ELECTRONICS,3,0.825,2,de,stocking,"[{""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.93}, {""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.92}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.87}]"
REQ_2025_00000934,2025-10-27 15:26:35.359604,CH_BF_61337,79.4176275,76.690556,Sweden,Pacific/Tongatapu,"Dear Santa, I have been very good this year. For Christmas, I would really like picture book and maybe chapter book. I promise to help with chores. Love, Logan",BOOKS,3,0.701,5,es,chimney,"[{""item_name"": ""picture book"", ""category"": ""BOOKS"", ""confidence_score"": 0.85}, {""item_name"": ""chapter book"", ""category"": ""BOOKS"", ""confidence_score"": 0.95}, {""item_name"": ""coloring book"", ""category"": ""BOOKS"", ""confidence_score"": 0.99}]"
REQ_2025_00000274,2025-10-27 15:40:46.322116,CH_MC_78610,20.307224,120.668309,Qatar,Europe/Amsterdam,"Santa, please bring me skateboard for Christmas. I really need it because it would help me in school. I've been helpful all year. From Jason",SPORTS,3,0.856,5,it,stocking,"[{""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.9}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.85}, {""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 0.82}]"
REQ_2025_00000432,2025-10-27 17:33:19.023052,CH_KI_45107,-27.8441675,38.869136,Mali,America/Port_of_Spain,"Hi Santa! My name is Michael and I am 12 years old. This year I want skateboard, bicycle, and tennis racket. I've been helpful and helped my grandparents. Thank you!",SPORTS,3,0.957,4,ja,chimney,"[{""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.9}, {""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.99}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.87}]"
REQ_2025_00000208,2025-10-27 19:05:50.485675,CH_TH_64146,-55.453797,38.332445,Tajikistan,Asia/Seoul,"Hi Santa! My name is Curtis and I am 4 years old. This year I want bicycle, tennis racket, and rollerblades. I've been very good and helped my brother. Thank you!",SPORTS,3,0.622,2,fr,tree,"[{""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.87}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 1.0}, {""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 0.98}]"
REQ_2025_00000324,2025-10-27 20:30:23.885472,CH_SL_45866,-54.485737,142.69147,Anguilla,Asia/Pyongyang,"Santa, please bring me coloring book for Christmas. I really need it because I want to learn. I've been good all year. From Megan",BOOKS,3,0.646,5,es,tree,"[{""item_name"": ""coloring book"", ""category"": ""BOOKS"", ""confidence_score"": 0.91}, {""item_name"": ""comic book"", ""category"": ""BOOKS"", ""confidence_score"": 0.91}, {""item_name"": ""chapter book"", ""category"": ""BOOKS"", ""confidence_score"": 0.85}]"
REQ_2025_00000340,2025-10-27 21:29:18.574138,CH_US_41188,-44.460775,-51.979962,Marshall Islands,Africa/Asmera,"Santa, please bring me action figure for Christmas. I really need it because it would help me in school. I've been very good all year. From Yvette",TOYS,3,0.864,2,de,stocking,"[{""item_name"": ""action figure"", ""category"": ""TOYS"", ""confidence_score"": 0.81}, {""item_name"": ""LEGO set"", ""category"": ""TOYS"", ""confidence_score"": 0.85}, {""item_name"": ""doll"", ""category"": ""TOYS"", ""confidence_score"": 0.96}]"
REQ_2025_00000794,2025-10-27 22:43:54.559142,CH_CY_69285,7.503139,106.833333,Guyana,Pacific/Kosrae,"Dear Santa, I have been very trying my best this year. For Christmas, I would really like headphones and maybe gaming console. I promise to be kind to others. Love, Bryan",ELECTRONICS,3,0.778,4,ja,stocking,"[{""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.87}, {""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.93}, {""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.83}]"
REQ_2025_00000121,2025-10-27 22:54:13.149294,CH_ER_78202,-84.0197825,-0.733714,Slovakia (Slovak Republic),Europe/Monaco,"Dear Santa, I have been very helpful this year. For Christmas, I would really like LEGO set and maybe puzzle. I promise to do my homework. Love, Richard",TOYS,3,0.777,2,ja,chimney,"[{""item_name"": ""LEGO set"", ""category"": ""TOYS"", ""confidence_score"": 0.98}, {""item_name"": ""puzzle"", ""category"": ""TOYS"", ""confidence_score"": 0.89}, {""item_name"": ""toy car"", ""category"": ""TOYS"", ""confidence_score"": 0.81}]"
REQ_2025_00000846,2025-10-27 23:55:11.011583,CH_US_73195,3.508211,131.39103,Indonesia,Europe/Belgrade,"Hi Santa! My name is Patrick and I am 7 years old. This year I want tablet, smartwatch, and drone. I've been good and helped my mom. Thank you!",ELECTRONICS,3,0.794,1,zh,tree,"[{""item_name"": ""tablet"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.95}, {""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.81}, {""item_name"": ""drone"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.84}]"
REQ_2025_00000362,2025-10-28 00:43:05.817580,CH_SB_64758,-0.320293,20.818227,Maldives,Pacific/Guadalcanal,"Santa, please bring me gaming console for Christmas. I really need it because my old one broke. I've been very good all year. From Melissa",ELECTRONICS,3,0.992,1,ja,chimney,"[{""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.89}, {""item_name"": ""smartwatch"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.88}, {""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.96}]"
REQ_2025_00000226,2025-10-28 00:48:11.067841,CH_ET_96182,19.4776765,50.035981,Bahamas,Africa/Khartoum,"Santa, please bring me science kit for Christmas. I really need it because it would help me in school. I've been very good all year. From Cynthia",CREATIVE,3,0.84,3,zh,mailbox,"[{""item_name"": ""science kit"", ""category"": ""CREATIVE"", ""confidence_score"": 1.0}, {""item_name"": ""musical instrument"", ""category"": ""CREATIVE"", ""confidence_score"": 0.98}, {""item_name"": ""craft kit"", ""category"": ""CREATIVE"", ""confidence_score"": 0.95}]"
REQ_2025_00000908,2025-10-28 00:53:27.559365,CH_CZ_99313,-40.3772935,-140.986659,Netherlands,Europe/Podgorica,"Dear Santa, I have been very kind this year. For Christmas, I would really like board game and maybe doll. I promise to do my homework. Love, Leslie",TOYS,3,0.809,3,de,mailbox,"[{""item_name"": ""board game"", ""category"": ""TOYS"", ""confidence_score"": 0.91}, {""item_name"": ""doll"", ""category"": ""TOYS"", ""confidence_score"": 0.81}, {""item_name"": ""toy car"", ""category"": ""TOYS"", ""confidence_score"": 0.84}]"
REQ_2025_00000879,2025-10-28 01:56:32.623955,CH_AF_37605,14.9820255,-30.072494,Macao,Asia/Qatar,"Hi Santa! My name is Kenneth and I am 3 years old. This year I want gaming console, headphones, and robot. I've been very good and helped my grandparents. Thank you!",ELECTRONICS,3,0.6,1,fr,chimney,"[{""item_name"": ""gaming console"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.85}, {""item_name"": ""headphones"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.9}, {""item_name"": ""robot"", ""category"": ""ELECTRONICS"", ""confidence_score"": 0.81}]"
REQ_2025_00000996,2025-10-28 02:21:53.269854,CH_MZ_42307,6.3738795,-110.397003,Gambia,Africa/Kampala,"Hi Santa! My name is Tiffany and I am 12 years old. This year I want bicycle, skateboard, and tennis racket. I've been good and helped my mom. Thank you!",SPORTS,3,0.867,5,ja,mailbox,"[{""item_name"": ""bicycle"", ""category"": ""SPORTS"", ""confidence_score"": 0.94}, {""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.84}, {""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.94}]"
REQ_2025_00000031,2025-10-28 02:41:06.378244,CH_SB_13804,55.6549985,89.962603,India,America/Los_Angeles,"Hi Santa! My name is Nicole and I am 9 years old. This year I want tennis racket, rollerblades, and skateboard. I've been very good and helped my brother. Thank you!",SPORTS,3,0.756,4,fr,mailbox,"[{""item_name"": ""tennis racket"", ""category"": ""SPORTS"", ""confidence_score"": 0.98}, {""item_name"": ""rollerblades"", ""category"": ""SPORTS"", ""confidence_score"": 1.0}, {""item_name"": ""skateboard"", ""category"": ""SPORTS"", ""confidence_score"": 0.91}]"
